nmr.gene_id,nmr.symbol,mouse.gene_id,mouse.symbol
101725686,Pcm1,ENSMUSG00000031592,Pcm1
101697882,Fgl1,ENSMUSG00000031594,Fgl1
101698259,Pdgfrl,ENSMUSG00000031595,Pdgfrl
101698641,Slc7a2,ENSMUSG00000031596,Slc7a2
101718121,LOC101718121,ENSMUSG00000054033,Adam39
101699227,Mtmr7,ENSMUSG00000039431,Mtmr7
101700435,Vps37a,ENSMUSG00000031600,Vps37a
101699835,Cnot7,ENSMUSG00000031601,Cnot7
101701021,Zdhhc2,ENSMUSG00000039470,Zdhhc2
101701384,Micu3,ENSMUSG00000039478,Micu3
101701734,Fgf20,ENSMUSG00000031603,Fgf20
101719850,Klhl14,ENSMUSG00000042514,Klhl14
101721141,Garem,ENSMUSG00000042680,Garem1
101721966,Mep1b,ENSMUSG00000024313,Mep1b
101722903,Rnf138,ENSMUSG00000024317,Rnf138
101723725,Rnf125,ENSMUSG00000033107,Rnf125
101724335,Trappc8,ENSMUSG00000033382,Trappc8
101726172,B4galt6,ENSMUSG00000056124,B4galt6
101726783,Ttr,ENSMUSG00000061808,Ttr
101696639,Dsg2,ENSMUSG00000044393,Dsg2
101702663,Dsg3,ENSMUSG00000056632,Dsg3
101703040,Dsg4,ENSMUSG00000001804,Dsg4
101697264,Dsg1,ENSMUSG00000069441,Dsg1a
101698374,Dsc1,ENSMUSG00000044322,Dsc1
101698754,Dsc2,ENSMUSG00000024331,Dsc2
101699363,Dsc3,ENSMUSG00000059898,Dsc3
101700672,Cdh2,ENSMUSG00000024304,Cdh2
101701023,Chst9,ENSMUSG00000047161,Chst9
101701386,Aqp4,ENSMUSG00000024411,Aqp4
101702216,Kctd1,ENSMUSG00000036225,Kctd1
101702563,Taf4b,ENSMUSG00000054321,Taf4b
101703620,Psma8,ENSMUSG00000036743,Psma8
101704577,Ss18,ENSMUSG00000037013,Ss18
101707730,Znf521,ENSMUSG00000024420,Zfp521
101708797,Hrh4,ENSMUSG00000037346,Hrh4
101706042,Impact,ENSMUSG00000024423,Impact
101708321,Osbpl1a,ENSMUSG00000044252,Osbpl1a
101709034,Ttc39c,ENSMUSG00000024424,Ttc39c
101709176,Lama3,ENSMUSG00000024421,Lama3
101709395,Ankrd29,ENSMUSG00000057766,Ankrd29
101710344,Npc1,ENSMUSG00000024413,Npc1
101709754,LOC101709754,ENSMUSG00000024410,3110002H16Rik
101710703,Riok3,ENSMUSG00000024404,Riok3
101712059,Tmem241,ENSMUSG00000049411,Tmem241
101712625,Cables1,ENSMUSG00000040957,Cables1
101713602,Rbbp8,ENSMUSG00000041238,Rbbp8
101714646,Gata6,ENSMUSG00000005836,Gata6
101715944,Mib1,ENSMUSG00000024294,Mib1
101716636,Abhd3,ENSMUSG00000002475,Abhd3
101717437,Snrpd1,ENSMUSG00000002477,Snrpd1
101718018,Esco1,ENSMUSG00000024293,Esco1
101710230,Greb1l,ENSMUSG00000042942,Greb1l
101710589,Rock1,ENSMUSG00000024290,Rock1
101710957,Usp14,ENSMUSG00000047879,Usp14
101719619,Thoc1,ENSMUSG00000024287,Thoc1
101720198,Colec12,ENSMUSG00000036103,Colec12
101720903,Cetn1,ENSMUSG00000050996,Cetn1
101721263,Tyms,ENSMUSG00000025747,Tyms
101721967,Yes1,ENSMUSG00000014932,Yes1
101722329,Adcyap1,ENSMUSG00000024256,Adcyap1
101724336,Mettl4,ENSMUSG00000055660,Mettl4
101724914,Ndc80,ENSMUSG00000024056,Ndc80
101725927,Smchd1,ENSMUSG00000024054,Smchd1
101714187,Emilin2,ENSMUSG00000024053,Emilin2
101696403,Myom1,ENSMUSG00000024049,Myom1
101698504,Tgif1,ENSMUSG00000047407,Tgif1
101699584,Dlgap1,ENSMUSG00000003279,Dlgap1
101701736,LOC101701736,ENSMUSG00000091636,Akain1
101702431,Zbtb14,ENSMUSG00000049672,Zbtb14
101703151,Epb41l3,ENSMUSG00000024044,Epb41l3
101716989,Tmem200c,ENSMUSG00000095407,Tmem200c
101705924,Arhgap28,ENSMUSG00000024043,Arhgap28
101717328,Lama1,ENSMUSG00000032796,Lama1
101707013,Lrrc30,ENSMUSG00000073375,Lrrc30
101707728,Ptprm,ENSMUSG00000033278,Ptprm
101708671,Rab12,ENSMUSG00000023460,Rab12
101709035,Mtcl1,ENSMUSG00000052105,Mtcl1
101710102,Ndufv2,ENSMUSG00000024099,Ndufv2
101710463,Ankrd12,ENSMUSG00000034647,Ankrd12
101712397,Twsg1,ENSMUSG00000024098,Twsg1
101711056,Ralbp1,ENSMUSG00000024096,Ralbp1
101718351,Ppp4r1,ENSMUSG00000061950,Ppp4r1
101713603,Rab31,ENSMUSG00000056515,Rab31
101718706,Txndc2,ENSMUSG00000050612,Txndc2
101713962,Vapa,ENSMUSG00000024091,Vapa
101714529,LOC101714529,ENSMUSG00000043945,Adam6a
101719746,Apcdd1,ENSMUSG00000071847,Apcdd1
101714883,Napg,ENSMUSG00000024581,Napg
101720096,Piezo2,ENSMUSG00000041482,Piezo2
101718578,Gnal,ENSMUSG00000024524,Gnal
101718227,Chmp1b,ENSMUSG00000109901,Chmp1b
101715603,Mppe1,ENSMUSG00000062526,Mppe1
101719152,Impa2,ENSMUSG00000024525,Impa2
101719851,Cidea,ENSMUSG00000024526,Cidea
101720801,Afg3l2,ENSMUSG00000024527,Afg3l2
101721376,Slmo1,ENSMUSG00000024530,Slmo1
101722680,Spire1,ENSMUSG00000024533,Spire1
101724448,Cep76,ENSMUSG00000073542,Cep76
101723846,Psmg2,ENSMUSG00000024537,Psmg2
101725549,Ptpn2,ENSMUSG00000024539,Ptpn2
101726416,Seh1l,ENSMUSG00000079614,Seh1l
101696517,Cep192,ENSMUSG00000024542,Cep192
101698114,Fam210a,ENSMUSG00000038121,Fam210a
101699229,Rnmt,ENSMUSG00000009535,Rnmt
101699585,Mc5r,ENSMUSG00000007480,Mc5r
101699946,Mc2r,ENSMUSG00000045569,Mc2r
101721507,Fam163a,ENSMUSG00000015484,Fam163a
101724796,Cep350,ENSMUSG00000033671,Cep350
101725167,Qsox1,ENSMUSG00000033684,Qsox1
101725816,Lhx4,ENSMUSG00000026468,Lhx4
101726173,Acbd6,ENSMUSG00000033701,Acbd6
101696518,Xpr1,ENSMUSG00000026469,Xpr1
101698260,Kiaa1614,ENSMUSG00000033722,BC034090
101697886,Stx6,ENSMUSG00000026470,Stx6
101700189,LOC101700189,ENSMUSG00000026471,Mr1
101700792,Ier5,ENSMUSG00000056708,Ier5
101701145,Cacna1e,ENSMUSG00000004110,Cacna1e
101723487,Znf648,ENSMUSG00000066797,Zfp648
101703275,Glul,ENSMUSG00000026473,Glul
101723849,Teddm1,ENSMUSG00000047053,Teddm1a
101724563,LOC101724563,ENSMUSG00000045968,Teddm2
101704115,Tdrd5,ENSMUSG00000060985,Tdrd5
101704471,Nphs2,ENSMUSG00000026602,Nphs2
101725301,Soat1,ENSMUSG00000026600,Soat1
101704827,Abl2,ENSMUSG00000026596,Abl2
101706652,Tor3a,ENSMUSG00000060519,Tor3a
101707016,Fam20b,ENSMUSG00000033557,Fam20b
101708446,Ralgps2,ENSMUSG00000026594,Ralgps2
101708101,Angptl1,ENSMUSG00000033544,Angptl1
101709637,Tex35,ENSMUSG00000026592,Tex35
101710345,Rasal2,ENSMUSG00000070565,Rasal2
101711924,LOC101711924,ENSMUSG00000033488,BC026585
101713248,Sec16b,ENSMUSG00000026589,Sec16b
101713605,Brinp2,ENSMUSG00000004031,Brinp2
101714649,Astn1,ENSMUSG00000026587,Astn1
101713964,Pappa2,ENSMUSG00000073530,Pappa2
101715822,Rfwd2,ENSMUSG00000040782,Rfwd2
101716740,Tnr,ENSMUSG00000015829,Tnr
106010076,Kiaa0040,ENSMUSG00000090394,4930523C07Rik
101718352,Tnn,ENSMUSG00000026725,Tnn
101718927,Mrps14,ENSMUSG00000058267,Mrps14
101697007,Cacybp,ENSMUSG00000014226,Cacybp
101720199,Rabgap1l,ENSMUSG00000026721,Rabgap1l
101698119,Rc3h1,ENSMUSG00000040423,Rc3h1
101722222,Serpinc1,ENSMUSG00000026715,Serpinc1
101724092,Zbtb37,ENSMUSG00000043467,Zbtb37
101724449,Dars2,ENSMUSG00000026709,Dars2
101725168,Cenpl,ENSMUSG00000026708,Cenpl
101725550,Klhl20,ENSMUSG00000026705,Klhl20
101726539,Ankrd45,ENSMUSG00000044835,Ankrd45
101696758,Prdx6,ENSMUSG00000026701,Prdx6
101698261,Tnfsf4,ENSMUSG00000026700,Tnfsf4
101699588,Tnfsf18,ENSMUSG00000066755,Tnfsf18
101698642,Faslg,ENSMUSG00000000817,Fasl
101699006,Suco,ENSMUSG00000040297,Suco
101699725,LOC101699725,ENSMUSG00000086277,4930558K02Rik
101700079,Pigc,ENSMUSG00000026698,Pigc
101700676,Dnm3,ENSMUSG00000040265,Dnm3
106010082,LOC106010082,ENSMUSG00000078190,Dnm3os
101701287,Mettl13,ENSMUSG00000026694,Mettl13
101704828,Vamp4,ENSMUSG00000026696,Vamp4
101705679,Myoc,ENSMUSG00000026697,Myoc
101706043,Prrc2c,ENSMUSG00000040225,Prrc2c
101708672,LOC101708672,ENSMUSG00000026692,Fmo4
101709396,Fmo1,ENSMUSG00000040181,Fmo1
101710590,Fmo2,ENSMUSG00000040170,Fmo2
101711325,LOC101711325,ENSMUSG00000026691,Fmo3
101710958,Tssk1b,ENSMUSG00000041566,Tssk1
101702090,Fmn2,ENSMUSG00000028354,Fmn2
101712756,Grem2,ENSMUSG00000050069,Grem2
101713842,Rgs7,ENSMUSG00000026527,Rgs7
101715373,Fh,ENSMUSG00000026526,Fh1
101716403,Kmo,ENSMUSG00000039783,Kmo
101716741,Opn3,ENSMUSG00000026525,Opn3
106007589,Chml,ENSMUSG00000078185,Chml
101717675,Wdr64,ENSMUSG00000026523,Wdr64
106007500,Exo1,ENSMUSG00000039748,Exo1
101718581,Adck3,ENSMUSG00000026489,Coq8a
101704231,Cdc42bpa,ENSMUSG00000026490,Cdc42bpa
101720319,Ahctf1,ENSMUSG00000026491,Ahctf1
101705302,Kif28p,ENSMUSG00000087236,Gm1305
101720906,Sccpdh,ENSMUSG00000038936,Sccpdh
101721862,Cnst,ENSMUSG00000038949,Cnst
101721509,Tfb2m,ENSMUSG00000091277,Gm1818
101722574,Smyd3,ENSMUSG00000055067,Smyd3
101723848,Kif26b,ENSMUSG00000026494,Kif26b
101723486,LOC101723486,ENSMUSG00000070999,Ccin
101723135,LOC101723135,ENSMUSG00000037725,Ckap2
101724451,Efcab2,ENSMUSG00000026495,Efcab2
101726650,Hnrnpu,ENSMUSG00000039630,Hnrnpu
101726175,LOC101726175,ENSMUSG00000026500,Cox20
101697135,Desi2,ENSMUSG00000026502,Desi2
101706390,LOC101706390,ENSMUSG00000091476,Gm16432
101697507,Adss,ENSMUSG00000015961,Adss
101706766,LOC101706766,ENSMUSG00000015962,1700016C15Rik
101698117,Zbtb18,ENSMUSG00000063659,Zbtb18
101701289,Akt3,ENSMUSG00000019699,Akt3
101699726,Sdccag8,ENSMUSG00000026504,Sdccag8
101703041,Cep170,ENSMUSG00000057335,Cep170
101704829,Pld5,ENSMUSG00000055214,Pld5
101705181,Psen2,ENSMUSG00000010609,Psen2
101706389,Slc30a1,ENSMUSG00000037434,Slc30a1
101707017,Nek2,ENSMUSG00000026622,Nek2
101707603,Lpgat1,ENSMUSG00000026623,Lpgat1
101709283,Ints7,ENSMUSG00000037461,Ints7
101710833,Dtl,ENSMUSG00000037474,Dtl
101712512,Ppp2r5a,ENSMUSG00000026626,Ppp2r5a
101713249,Tmem206,ENSMUSG00000026627,Tmem206
101713607,Nenf,ENSMUSG00000037499,Nenf
101713965,Atf3,ENSMUSG00000026628,Atf3
101710346,Batf3,ENSMUSG00000026630,Batf3
101711430,Spata45,ENSMUSG00000057072,Spata45
101715114,Flvcr1,ENSMUSG00000066595,Mfsd7b
101715471,Vash2,ENSMUSG00000037568,Vash2
101716063,Angel2,ENSMUSG00000026634,Angel2
101717205,Rps6kc1,ENSMUSG00000089872,Rps6kc1
101719154,Prox1,ENSMUSG00000010175,Prox1
101720447,Smyd2,ENSMUSG00000026603,Smyd2
101720803,Ptpn14,ENSMUSG00000026604,Ptpn14
101721145,Cenpf,ENSMUSG00000026605,Cenpf
101722094,Kcnk2,ENSMUSG00000037624,Kcnk2
101713608,LOC101713608,ENSMUSG00000017686,Rhot1
101715374,Prmt6,ENSMUSG00000049300,Prmt6
101716064,Ntng1,ENSMUSG00000059857,Ntng1
101716743,Vav3,ENSMUSG00000033721,Vav3
101717441,Slc25a24,ENSMUSG00000040322,Slc25a24
101717773,Fam102b,ENSMUSG00000040339,Fam102b
101718353,Henmt1,ENSMUSG00000045662,Henmt1
101720097,Prpf38b,ENSMUSG00000027881,Prpf38b
101709287,Fndc7,ENSMUSG00000045326,Fndc7
101720682,Stxbp3,ENSMUSG00000027882,Stxbp3
101709642,Aknad1,ENSMUSG00000049565,Aknad1
101721622,Gpsm2,ENSMUSG00000027883,Gpsm2
101722225,Clcc1,ENSMUSG00000027884,Clcc1
101722800,Wdr47,ENSMUSG00000040389,Wdr47
101723138,Taf13,ENSMUSG00000048100,Taf13
101723850,Tmem167b,ENSMUSG00000068732,Tmem167b
101723488,LOC101723488,ENSMUSG00000027886,1700013F07Rik
101724216,Kiaa1324,ENSMUSG00000040412,5330417C22Rik
101726419,Sars,ENSMUSG00000068739,Sars
101696520,Celsr2,ENSMUSG00000068740,Celsr2
101696892,Psrc1,ENSMUSG00000068744,Psrc1
101697268,Mybphl,ENSMUSG00000068745,Mybphl
101698000,Sort1,ENSMUSG00000068747,Sort1
101699124,Psma5,ENSMUSG00000068749,Psma5
101699475,Sypl2,ENSMUSG00000027887,Sypl2
101700932,Atxn7l2,ENSMUSG00000048997,Atxn7l2
101700080,LOC101700080,ENSMUSG00000048796,Cyb561d1
101701990,Amigo1,ENSMUSG00000050947,Amigo1
101702334,Gpr61,ENSMUSG00000046793,Gpr61
101703043,Gnai3,ENSMUSG00000000001,Gnai3
101703621,Gnat2,ENSMUSG00000009108,Gnat2
101704709,Ampd2,ENSMUSG00000027889,Ampd2
101705794,LOC101705794,ENSMUSG00000040562,Gstm2
101707238,Gstm2,ENSMUSG00000004035,Gstm7
101708562,Gstm3,ENSMUSG00000004032,Gstm5
101709398,Eps8l3,ENSMUSG00000040600,Eps8l3
101709756,Csf1,ENSMUSG00000014599,Csf1
101710960,Ahcyl1,ENSMUSG00000027893,Ahcyl1
101712278,Strip1,ENSMUSG00000014601,Strip1
101713137,Alx3,ENSMUSG00000014603,Alx3
101713490,Ubl4b,ENSMUSG00000055891,Ubl4b
101713843,Slc6a17,ENSMUSG00000027894,Slc6a17
101714189,Kcnc4,ENSMUSG00000027895,Kcnc4
101715005,Rbm15,ENSMUSG00000048109,Rbm15
101715824,Slc16a4,ENSMUSG00000027896,Slc16a4
101711437,Lamtor5,ENSMUSG00000087260,Lamtor5
101716639,Prok1,ENSMUSG00000070368,Prok1
101716990,Kcna10,ENSMUSG00000042861,Kcna10
101717332,Kcna2,ENSMUSG00000040724,Kcna2
101719045,Kcna3,ENSMUSG00000047959,Kcna3
101712175,LOC101712175,ENSMUSG00000043529,Olfr266
101719625,Cd53,ENSMUSG00000040747,Cd53
101719979,Lrif1,ENSMUSG00000056260,Lrif1
101722576,Dram2,ENSMUSG00000027900,Dram2
101721378,Cept1,ENSMUSG00000040774,Cept1
101724799,Dennd2d,ENSMUSG00000027901,Dennd2d
101725818,Pifo,ENSMUSG00000010136,Pifo
101713967,Ovgp1,ENSMUSG00000074340,Ovgp1
101696893,Wdr77,ENSMUSG00000000561,Wdr77
101696522,Atp5f1,ENSMUSG00000000563,Atp5f1
101697888,LOC101697888,ENSMUSG00000074342,I830077J02Rik
101698757,Rap1a,ENSMUSG00000068798,Rap1a
101699589,Fam212b,ENSMUSG00000048458,Fam212b
101699950,Ddx20,ENSMUSG00000027905,Ddx20
101700308,Kcnd3,ENSMUSG00000040896,Kcnd3
101701290,Cttnbp2nl,ENSMUSG00000062127,Cttnbp2nl
101704935,Wnt2b,ENSMUSG00000027840,Wnt2b
101703390,St7l,ENSMUSG00000045576,St7l
101702218,Capza1,ENSMUSG00000070372,Capza1
101705303,Mov10,ENSMUSG00000002227,Mov10
101706654,Rhoc,ENSMUSG00000002233,Rhoc
101708103,Ppm1j,ENSMUSG00000002228,Ppm1j
101707733,Fam19a3,ENSMUSG00000055865,Fam19a3
101709038,LOC101709038,ENSMUSG00000032902,Slc16a1
101709399,Lrig2,ENSMUSG00000032913,Lrig2
101710594,Magi3,ENSMUSG00000052539,Magi3
101709757,Phtf1,ENSMUSG00000058388,Phtf1
101712872,Rsbn1,ENSMUSG00000044098,Rsbn1
101711810,Ptpn22,ENSMUSG00000027843,Ptpn22
101715947,Bcl2l15,ENSMUSG00000044165,Bcl2l15
101714886,Ap4b1,ENSMUSG00000032952,Ap4b1
101714533,Dclre1b,ENSMUSG00000027845,Dclre1b
101713252,Hipk1,ENSMUSG00000008730,Hipk1
101716282,Olfml3,ENSMUSG00000027848,Olfml3
101716992,Syt6,ENSMUSG00000027849,Syt6
101718021,Trim33,ENSMUSG00000033014,Trim33
101718582,Bcas2,ENSMUSG00000005687,Bcas2
101718930,Ampd1,ENSMUSG00000070385,Ampd1
101719269,Nras,ENSMUSG00000027852,Nras
101719626,Sike1,ENSMUSG00000027854,Sike1
101718819,LOC101718819,ENSMUSG00000048938,Nr1h5
101720568,Sycp1,ENSMUSG00000027855,Sycp1
101720907,Tshb,ENSMUSG00000027857,Tshb
101721267,Tspan2,ENSMUSG00000027858,Tspan2
101722226,Ngf,ENSMUSG00000027859,Ngf
101723140,Vangl1,ENSMUSG00000027860,Vangl1
101723728,Casq2,ENSMUSG00000027861,Casq2
106007536,Nhlh2,ENSMUSG00000048540,Nhlh2
101724687,Slc22a15,ENSMUSG00000033147,Slc22a15
101725059,Mab21l3,ENSMUSG00000044313,Mab21l3
101697634,Atp1a1,ENSMUSG00000033161,Atp1a1
101698264,Igsf3,ENSMUSG00000042035,Igsf3
101699125,Cd2,ENSMUSG00000027863,Cd2
101719857,Ptgfrn,ENSMUSG00000027864,Ptgfrn
101720206,Cd101,ENSMUSG00000086564,Cd101
101699476,Ttf2,ENSMUSG00000033222,Ttf2
101699839,Trim45,ENSMUSG00000033233,Trim45
101720572,Vtcn1,ENSMUSG00000051076,Vtcn1
101700934,Man1a2,ENSMUSG00000008763,Man1a2
101701291,Fam46c,ENSMUSG00000044468,Fam46c
101701993,Gdap2,ENSMUSG00000027865,Gdap2
101703046,Wdr3,ENSMUSG00000033285,Wdr3
101704121,Spag17,ENSMUSG00000027867,Spag17
101704831,Tbx15,ENSMUSG00000027868,Tbx15
101705184,Wars2,ENSMUSG00000004233,Wars2
101705559,Hao2,ENSMUSG00000027870,Hao2
101709639,Znf697,ENSMUSG00000050064,Zfp697
101711433,Reg4,ENSMUSG00000027876,Reg4
101712063,Hmgcs2,ENSMUSG00000027875,Hmgcs2
101712402,Phgdh,ENSMUSG00000053398,Phgdh
101712759,Notch2,ENSMUSG00000027878,Notch2
101713361,Sec22b,ENSMUSG00000027879,Sec22b
101715007,LOC101715007,ENSMUSG00000038170,Pde4dip
101720100,Prkab2,ENSMUSG00000038205,Prkab2
101720451,Fmo5,ENSMUSG00000028088,Fmo5
101723018,Chd1l,ENSMUSG00000028089,Chd1l
101723730,LOC101723730,ENSMUSG00000051392,Olfr1402
101724688,Bcl9,ENSMUSG00000038256,Bcl9
101725554,Acp6,ENSMUSG00000028093,Acp6
101726049,Gja5,ENSMUSG00000057123,Gja5
101726421,Gja8,ENSMUSG00000049908,Gja8
101697635,LOC101697635,ENSMUSG00000028096,Gpr89
101696284,Pdzk1,ENSMUSG00000038298,Pdzk1
101698379,Rnf115,ENSMUSG00000028098,Rnf115
101698758,Polr3c,ENSMUSG00000028099,Polr3c
101700935,Nudt17,ENSMUSG00000028100,Nudt17
101699952,Pias3,ENSMUSG00000028101,Pias3
101699591,Ankrd35,ENSMUSG00000038354,Ankrd35
101701994,Itga10,ENSMUSG00000090210,Itga10
101703622,Pex11b,ENSMUSG00000028102,Pex11b
101702668,Rbm8a,ENSMUSG00000038374,Rbm8a
101702337,Lix1l,ENSMUSG00000049288,Lix1l
101703997,Ankrd34a,ENSMUSG00000049097,Ankrd34a
101704832,Polr3gl,ENSMUSG00000028104,Polr3gl
101705419,Txnip,ENSMUSG00000038393,Txnip
101705796,Hfe2,ENSMUSG00000038403,Hfe2
101725560,LOC101725560,ENSMUSG00000015947,Fcgr1
101707379,LOC101707379,ENSMUSG00000105827,Hist2h2bb
101709873,LOC101709873,ENSMUSG00000068855,Hist2h2ac
101709528,LOC101709528,ENSMUSG00000063689,Hist2h2ab
101710835,Bola1,ENSMUSG00000015943,Bola1
101711194,Sv2a,ENSMUSG00000038486,Sv2a
101712760,Sf3b4,ENSMUSG00000068856,Sf3b4
101713140,Mtmr11,ENSMUSG00000045934,Mtmr11
101713492,Otud7b,ENSMUSG00000038495,Otud7b
101714653,Vps45,ENSMUSG00000015747,Vps45
101715008,Plekho1,ENSMUSG00000015745,Plekho1
101718354,Ca14,ENSMUSG00000038526,Car14
101717558,Aph1a,ENSMUSG00000015750,Aph1a
101718710,LOC101718710,ENSMUSG00000038543,BC028528
101719270,Ciart,ENSMUSG00000038550,Ciart
101719855,Mrps21,ENSMUSG00000054312,Mrps21
101720204,Prpf3,ENSMUSG00000015748,Prpf3
101721513,Rprd2,ENSMUSG00000028106,Rprd2
101722096,Tars2,ENSMUSG00000028107,Tars2
101723142,Ecm1,ENSMUSG00000028108,Ecm1
101723490,Adamtsl4,ENSMUSG00000015850,Adamtsl4
101724340,Mcl1,ENSMUSG00000038612,Mcl1
101725556,Ensa,ENSMUSG00000038619,Ensa
101726422,Golph3l,ENSMUSG00000046519,Golph3l
101696285,Hormad1,ENSMUSG00000028109,Hormad1
101697008,Ctss,ENSMUSG00000038642,Ctss
101697637,Selenbp1,ENSMUSG00000068874,Selenbp1
101698005,Rfx5,ENSMUSG00000005774,Rfx5
101700192,Pi4kb,ENSMUSG00000038861,Pi4kb
101698646,Znf687,ENSMUSG00000019338,Zfp687
101702092,Psmd4,ENSMUSG00000005625,Psmd4
101703623,Pip5k1a,ENSMUSG00000028126,Pip5k1a
101704477,Vps72,ENSMUSG00000008958,Vps72
101706507,Tmod4,ENSMUSG00000005628,Tmod4
101705931,LOC101705931,ENSMUSG00000092607,Scnm1
101704834,Tnfaip8l2,ENSMUSG00000013707,Tnfaip8l2
101707121,Sema6c,ENSMUSG00000038777,Sema6c
101708800,Gabpb2,ENSMUSG00000038766,Gabpb2
101709641,Mllt11,ENSMUSG00000053192,Mllt11
101710236,Cdc42se1,ENSMUSG00000046722,Cdc42se1
101710595,Bnipl,ENSMUSG00000028115,Bnipl
101712283,Prune,ENSMUSG00000015711,Prune1
101711195,Fam63a,ENSMUSG00000038712,Fam63a
101713362,Anxa9,ENSMUSG00000015702,Anxa9
101716285,Cers2,ENSMUSG00000015714,Cers2
101715248,Setdb1,ENSMUSG00000015697,Setdb1
101717560,Arnt,ENSMUSG00000015522,Arnt
101716993,Ctsk,ENSMUSG00000028111,Ctsk
101720684,Psmb4,ENSMUSG00000005779,Psmb4
101721268,Pogz,ENSMUSG00000038902,Pogz
101722578,Cgn,ENSMUSG00000068876,Cgn
101724096,Tuft1,ENSMUSG00000005968,Tuft1
101725173,Snx27,ENSMUSG00000028136,Snx27
101725558,Celf3,ENSMUSG00000028137,Celf3
101698121,Riiad1,ENSMUSG00000028139,Riiad1
101698508,Mrpl9,ENSMUSG00000028140,Mrpl9
101699127,Oaz3,ENSMUSG00000028141,Oaz3
101699479,Tdrkh,ENSMUSG00000041912,Tdrkh
101699842,Lingo4,ENSMUSG00000044505,Lingo4
101700193,Rorc,ENSMUSG00000028150,Rorc
101702220,C2cd4d,ENSMUSG00000091648,C2cd4d
101702565,Them5,ENSMUSG00000028148,Them5
101702920,S100a11,ENSMUSG00000027907,S100a11
101703277,S100a10,ENSMUSG00000041959,S100a10
101703857,Them4,ENSMUSG00000028145,Them4
101698007,Tchhl1,ENSMUSG00000027908,Tchhl1
101698760,Tchh,ENSMUSG00000052415,Tchh
101699128,Rptn,ENSMUSG00000041984,Rptn
101699480,LOC101699480,ENSMUSG00000041991,Hrnr
101704936,LOC101704936,ENSMUSG00000078657,Crnn
101703999,Chst13,ENSMUSG00000056643,Chst13
101706656,Uroc1,ENSMUSG00000034456,Uroc1
101705053,Zxdc,ENSMUSG00000034430,Zxdc
101707242,Ccdc37,ENSMUSG00000048794,Cfap100
101707608,Klf15,ENSMUSG00000030087,Klf15
101709289,Aldh1l1,ENSMUSG00000030088,Aldh1l1
101709875,Slc41a3,ENSMUSG00000030089,Slc41a3
101711931,Slc25a26,ENSMUSG00000045100,Slc25a26
101712761,Lrig1,ENSMUSG00000030029,Lrig1
101713612,Kbtbd8,ENSMUSG00000030031,Kbtbd8
101718468,Suclg2,ENSMUSG00000061838,Suclg2
101714655,Fam19a1,ENSMUSG00000059187,Fam19a1
101719160,Fam19a4,ENSMUSG00000046500,Fam19a4
101715607,Eogt,ENSMUSG00000035245,Eogt
101716406,Tmf1,ENSMUSG00000030059,Tmf1
101716749,Uba3,ENSMUSG00000030061,Uba3
101717335,Arl6ip5,ENSMUSG00000035199,Arl6ip5
101717678,Lmod3,ENSMUSG00000044086,Lmod3
101718023,Frmd4b,ENSMUSG00000030064,Frmd4b
101719272,Mitf,ENSMUSG00000035158,Mitf
101720207,LOC101720207,ENSMUSG00000090667,Gm765
101722100,Foxp1,ENSMUSG00000030067,Foxp1
101721733,Eif4e3,ENSMUSG00000093661,Eif4e3
101723376,Gpr27,ENSMUSG00000072875,Gpr27
101723732,Prok2,ENSMUSG00000030069,Prok2
101724921,Rybp,ENSMUSG00000072872,Rybp
101725561,Shq1,ENSMUSG00000035378,Shq1
101726179,Gxylt2,ENSMUSG00000030074,Gxylt2
101726544,Ppp4r2,ENSMUSG00000052144,Ppp4r2
101696410,Pdzrn3,ENSMUSG00000035357,Pdzrn3
101697892,Cntn3,ENSMUSG00000030075,Cntn3
101698648,Chl1,ENSMUSG00000030077,Chl1
101699235,Cntn6,ENSMUSG00000030092,Cntn6
101700570,Cntn4,ENSMUSG00000064293,Cntn4
101701153,Il5ra,ENSMUSG00000005364,Il5ra
101701523,Trnt1,ENSMUSG00000013736,Trnt1
101701868,Crbn,ENSMUSG00000005362,Crbn
101703501,Lrrn1,ENSMUSG00000034648,Lrrn1
101704237,LOC101704237,ENSMUSG00000034639,Setmar
101704938,Sumf1,ENSMUSG00000030101,Sumf1
101706047,Itpr1,ENSMUSG00000030102,Itpr1
101706879,Bhlhe40,ENSMUSG00000030103,Bhlhe40
101708918,Arl8b,ENSMUSG00000030105,Arl8b
101709291,Edem1,ENSMUSG00000030104,Edem1
101710351,LOC101710351,ENSMUSG00000037661,Gpr160
101711694,Grm7,ENSMUSG00000056755,Grm7
101712066,Slc22a13,ENSMUSG00000074028,Slc22a13
101702340,Slc22a14,ENSMUSG00000070280,Slc22a14
101702670,LOC101702670,ENSMUSG00000038060,Dlec1
101715010,Plcd1,ENSMUSG00000010660,Plcd1
101703050,Vill,ENSMUSG00000038775,Vill
101716067,Ctdspl,ENSMUSG00000047409,Ctdspl
101717104,Itga9,ENSMUSG00000039115,Itga9
101725939,LOC101725939,ENSMUSG00000103707,Pcdha6
101726292,LOC101726292,ENSMUSG00000007440,Pcdha11
101704585,Pcdhac1,ENSMUSG00000103255,Pcdhac1
101703754,LOC101703754,ENSMUSG00000102697,Pcdhac2
101705308,Pcdhb1,ENSMUSG00000051663,Pcdhb1
